Season,PlayerID,PlayerName,Team,GamesPlayed,AtBats,Runs,Hits,HomeRuns,RBIs,StolenBases,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OPS
2000,122784,Shannon Stewart,Toronto Blue Jays,136.0,583.0,107.0,186,21,69,20,37,79,0.319,0.363,0.518,0.881
2001,122784,Shannon Stewart,Toronto Blue Jays,155.0,640.0,103.0,202,12,60,27,46,72,0.316,0.371,0.463,0.834
2002,122784,Shannon Stewart,Toronto Blue Jays,141.0,577.0,103.0,175,10,45,14,54,60,0.303,0.371,0.442,0.813
2003,122784,Shannon Stewart,Minnesota Twins,136.0,573.0,90.0,176,13,73,4,52,66,0.307,0.364,0.459,0.823
2005,122784,Shannon Stewart,Minnesota Twins,132.0,551.0,69.0,151,10,56,7,34,73,0.274,0.323,0.388,0.711
2007,122784,Shannon Stewart,Oakland Athletics,146.0,576.0,79.0,167,12,48,11,47,60,0.29,0.345,0.394,0.739
2000,115094,Shawn Green,Los Angeles Dodgers,162.0,610.0,98.0,164,24,99,24,90,121,0.269,0.367,0.472,0.839
2001,115094,Shawn Green,Los Angeles Dodgers,161.0,619.0,121.0,184,49,125,20,72,107,0.297,0.372,0.598,0.97
2002,115094,Shawn Green,Los Angeles Dodgers,158.0,582.0,110.0,166,42,114,8,93,112,0.285,0.385,0.558,0.943
2003,115094,Shawn Green,Los Angeles Dodgers,160.0,611.0,84.0,171,19,85,6,68,112,0.28,0.355,0.46,0.815
2004,115094,Shawn Green,Los Angeles Dodgers,157.0,590.0,92.0,157,28,86,5,71,114,0.266,0.352,0.459,0.811
2005,115094,Shawn Green,Arizona Diamondbacks,158.0,581.0,87.0,166,22,73,8,62,95,0.286,0.355,0.477,0.832
2006,115094,Shawn Green,New York Mets,149.0,530.0,73.0,147,15,66,4,45,82,0.277,0.344,0.432,0.776
2002,150167,Shea Hillenbrand,Boston Red Sox,156.0,634.0,94.0,186,18,83,4,25,95,0.293,0.33,0.459,0.789
2004,150167,Shea Hillenbrand,Arizona Diamondbacks,148.0,562.0,68.0,174,15,80,2,24,49,0.31,0.348,0.464,0.812
2005,150167,Shea Hillenbrand,Toronto Blue Jays,152.0,594.0,91.0,173,18,82,5,26,79,0.291,0.343,0.449,0.792
2024,25816,Shea Langeliers,OAK,,,,108,29,80,4,41,145,0.224,0.288,0.45,0.739
2025,25816,Shea Langeliers,ATH,,,,41,9,25,3,18,30,0.244,0.314,0.44,0.754
2009,425783,Shin-Soo Choo,Cleveland Indians,156.0,583.0,87.0,175,20,86,21,78,151,0.3,0.394,0.489,0.883
2010,425783,Shin-Soo Choo,Cleveland Indians,144.0,550.0,81.0,165,22,90,22,83,118,0.3,0.401,0.484,0.885
2012,425783,Shin-Soo Choo,Cleveland Indians,155.0,598.0,88.0,169,16,67,21,73,150,0.283,0.373,0.441,0.814
2013,425783,Shin-Soo Choo,Cincinnati Reds,154.0,569.0,107.0,162,21,54,20,112,133,0.285,0.423,0.462,0.885
2014,425783,Shin-Soo Choo,Texas Rangers,123.0,455.0,58.0,110,13,40,3,58,131,0.242,0.34,0.374,0.714
2015,425783,Shin-Soo Choo,Texas Rangers,149.0,555.0,94.0,153,22,82,4,76,147,0.276,0.375,0.463,0.838
2017,425783,Shin-Soo Choo,Texas Rangers,149.0,544.0,96.0,142,22,78,12,77,134,0.261,0.357,0.423,0.78
2018,425783,Shin-Soo Choo,Texas Rangers,146.0,560.0,83.0,148,21,62,6,92,156,0.264,0.377,0.434,0.811
2019,425783,Shin-Soo Choo,Texas Rangers,151.0,563.0,93.0,149,24,61,15,78,165,0.265,0.371,0.455,0.826
2021,660271,Shohei Ohtani,Los Angeles Angels,158.0,537.0,103.0,138,46,100,26,96,189,0.257,0.372,0.592,0.964
2022,660271,Shohei Ohtani,Los Angeles Angels,157.0,586.0,90.0,160,34,95,11,72,161,0.273,0.356,0.519,0.875
2023,660271,Shohei Ohtani,Los Angeles Angels,135.0,497.0,102.0,151,44,95,20,91,143,0.304,0.412,0.654,1.066
2024,19755,Shohei Ohtani,LAD,,,,197,54,130,59,81,162,0.31,0.39,0.646,1.036
2025,19755,Shohei Ohtani,LAD,,,,60,17,31,11,32,54,0.302,0.397,0.643,1.04
2008,435401,Skip Schumaker,St. Louis Cardinals,153.0,540.0,87.0,163,8,46,8,47,60,0.302,0.359,0.406,0.765
2009,435401,Skip Schumaker,St. Louis Cardinals,153.0,532.0,85.0,161,4,35,2,52,69,0.303,0.364,0.393,0.757
2010,435401,Skip Schumaker,St. Louis Cardinals,137.0,476.0,66.0,126,5,42,5,43,64,0.265,0.328,0.338,0.666
2024,26477,Spencer Horwitz,TOR,,,,87,12,40,0,42,70,0.265,0.357,0.433,0.79
2023,668715,Spencer Steer,Cincinnati Reds,156.0,582.0,74.0,158,23,86,15,68,139,0.271,0.356,0.464,0.82
2024,26323,Spencer Steer,CIN,,,,129,20,92,25,72,137,0.225,0.319,0.402,0.721
2025,26323,Spencer Steer,CIN,,,,38,4,13,3,14,44,0.225,0.288,0.349,0.637
2023,679529,Spencer Torkelson,Detroit Tigers,159.0,606.0,88.0,141,31,94,3,67,171,0.233,0.313,0.446,0.759
2024,27465,Spencer Torkelson,DET,,,,75,10,37,0,33,105,0.219,0.295,0.374,0.669
2025,27465,Spencer Torkelson,DET,,,,44,13,40,1,28,52,0.244,0.353,0.533,0.887
2010,516770,Starlin Castro,Chicago Cubs,125.0,463.0,53.0,139,3,41,10,29,71,0.3,0.347,0.408,0.755
2011,516770,Starlin Castro,Chicago Cubs,158.0,674.0,91.0,207,10,66,22,35,96,0.307,0.341,0.432,0.773
2012,516770,Starlin Castro,Chicago Cubs,162.0,646.0,78.0,183,14,78,25,36,100,0.283,0.323,0.43,0.753
2013,516770,Starlin Castro,Chicago Cubs,161.0,666.0,59.0,163,10,44,9,30,129,0.245,0.284,0.347,0.631
2014,516770,Starlin Castro,Chicago Cubs,134.0,528.0,58.0,154,14,65,4,35,100,0.292,0.339,0.438,0.777
2015,516770,Starlin Castro,Chicago Cubs,151.0,547.0,52.0,145,11,69,5,21,91,0.265,0.296,0.375,0.671
2016,516770,Starlin Castro,New York Yankees,151.0,577.0,63.0,156,21,70,4,24,118,0.27,0.3,0.433,0.733
2018,516770,Starlin Castro,Miami Marlins,154.0,593.0,76.0,165,12,54,6,48,124,0.278,0.329,0.4,0.729
2019,516770,Starlin Castro,Miami Marlins,162.0,636.0,68.0,172,22,86,2,28,111,0.27,0.3,0.436,0.736
2013,516782,Starling Marte,Pittsburgh Pirates,135.0,510.0,83.0,143,12,35,41,25,138,0.28,0.343,0.441,0.784
2014,516782,Starling Marte,Pittsburgh Pirates,135.0,495.0,73.0,144,13,56,30,33,131,0.291,0.356,0.453,0.809
2015,516782,Starling Marte,Pittsburgh Pirates,153.0,579.0,84.0,166,19,81,30,27,123,0.287,0.337,0.444,0.781
2016,516782,Starling Marte,Pittsburgh Pirates,129.0,489.0,71.0,152,9,46,47,23,104,0.311,0.362,0.456,0.818
2018,516782,Starling Marte,Pittsburgh Pirates,145.0,559.0,81.0,155,20,72,33,35,109,0.277,0.327,0.46,0.787
2019,516782,Starling Marte,Pittsburgh Pirates,132.0,539.0,97.0,159,23,82,25,25,94,0.295,0.342,0.503,0.845
2020,516782,Starling Marte,Miami Marlins,61.0,228.0,36.0,64,6,27,10,12,41,0.281,0.34,0.43,0.77
2022,516782,Starling Marte,New York Mets,118.0,466.0,76.0,136,16,63,18,26,97,0.292,0.347,0.468,0.815
2024,9241,Starling Marte,NYM,,,,90,7,40,16,27,81,0.269,0.327,0.388,0.715
2025,9241,Starling Marte,NYM,,,,18,2,12,3,7,17,0.217,0.327,0.325,0.652
2007,452220,Stephen Drew,Arizona Diamondbacks,150.0,543.0,60.0,129,12,60,9,60,100,0.238,0.313,0.37,0.683
2008,452220,Stephen Drew,Arizona Diamondbacks,152.0,611.0,91.0,178,21,67,3,41,109,0.291,0.333,0.502,0.835
2009,452220,Stephen Drew,Arizona Diamondbacks,135.0,533.0,71.0,139,12,65,5,49,87,0.261,0.32,0.428,0.748
2010,452220,Stephen Drew,Arizona Diamondbacks,151.0,565.0,83.0,157,15,61,10,62,108,0.278,0.352,0.458,0.81
2016,572039,Stephen Piscotty,St. Louis Cardinals,153.0,582.0,86.0,159,22,85,7,51,133,0.273,0.343,0.457,0.8
2018,572039,Stephen Piscotty,Oakland Athletics,151.0,546.0,78.0,146,27,88,2,42,114,0.267,0.331,0.491,0.822
2015,519390,Stephen Vogt,Oakland Athletics,136.0,445.0,58.0,116,18,71,0,56,97,0.261,0.341,0.443,0.784
2016,519390,Stephen Vogt,Oakland Athletics,137.0,490.0,54.0,123,14,56,0,35,83,0.251,0.305,0.406,0.711
2002,150132,Steve Cox,Tampa Bay Devil Rays,148.0,560.0,65.0,142,16,72,5,60,116,0.254,0.33,0.396,0.726
2000,114135,Steve Finley,Arizona Diamondbacks,152.0,539.0,100.0,151,35,96,12,65,87,0.28,0.361,0.544,0.905
2001,114135,Steve Finley,Arizona Diamondbacks,140.0,495.0,66.0,136,14,73,11,47,67,0.275,0.337,0.43,0.767
2002,114135,Steve Finley,Arizona Diamondbacks,150.0,505.0,82.0,145,25,89,16,65,73,0.287,0.37,0.499,0.869
2003,114135,Steve Finley,Arizona Diamondbacks,147.0,516.0,82.0,148,22,70,15,57,94,0.287,0.363,0.5,0.863
2004,114135,Steve Finley,Los Angeles Dodgers,162.0,628.0,92.0,170,36,94,9,61,82,0.271,0.333,0.49,0.823
2022,680757,Steven Kwan,Cleveland Guardians,147.0,563.0,89.0,168,6,52,19,62,60,0.298,0.373,0.4,0.773
2023,680757,Steven Kwan,Cleveland Guardians,158.0,638.0,93.0,171,5,54,21,70,75,0.268,0.34,0.37,0.71
2024,24610,Steven Kwan,CLE,,,,140,14,44,12,53,51,0.292,0.368,0.425,0.793
2025,24610,Steven Kwan,CLE,,,,64,4,18,7,16,19,0.322,0.378,0.442,0.82
2017,519306,Steven Souza Jr.,Tampa Bay Rays,148.0,523.0,78.0,125,30,78,16,84,179,0.239,0.351,0.459,0.81
2024,20321,Stuart Fairchild,CIN,,,,45,8,30,13,17,60,0.215,0.286,0.368,0.654
2023,670770,TJ Friedl,Cincinnati Reds,138.0,488.0,73.0,136,18,66,27,47,90,0.279,0.352,0.467,0.819
2024,19522,TJ Friedl,CIN,,,,67,13,55,9,26,52,0.226,0.31,0.38,0.69
2025,19522,TJ Friedl,CIN,,,,51,3,19,8,23,34,0.277,0.36,0.397,0.757
2005,435338,Tadahito Iguchi,Chicago White Sox,135.0,511.0,74.0,142,15,71,15,47,114,0.278,0.342,0.438,0.78
2006,435338,Tadahito Iguchi,Chicago White Sox,138.0,555.0,97.0,156,18,67,11,59,110,0.281,0.352,0.422,0.774
2024,22458,Taylor Walls,TBR,,,,40,1,14,16,31,67,0.183,0.282,0.248,0.529
2025,22458,Taylor Walls,TBR,,,,22,1,10,7,15,29,0.186,0.272,0.229,0.501
2022,621493,Taylor Ward,Los Angeles Angels,135.0,495.0,73.0,139,23,65,5,60,120,0.281,0.36,0.473,0.833
2024,17548,Taylor Ward,LAA,,,,144,25,75,6,63,163,0.246,0.323,0.426,0.748
2025,17548,Taylor Ward,LAA,,,,44,15,36,0,14,55,0.228,0.276,0.523,0.8
2024,13066,Teoscar Hernandez,LAD,,,,160,33,99,12,53,188,0.272,0.339,0.501,0.84
2025,13066,Teoscar Hernandez,LAD,,,,44,10,41,4,5,27,0.31,0.336,0.599,0.934
2018,606192,Teoscar Hernández,Toronto Blue Jays,134.0,476.0,67.0,114,22,57,5,41,163,0.239,0.302,0.468,0.77
2020,606192,Teoscar Hernández,Toronto Blue Jays,50.0,190.0,33.0,55,16,34,6,14,63,0.289,0.34,0.579,0.919
2021,606192,Teoscar Hernández,Toronto Blue Jays,143.0,550.0,92.0,163,32,116,12,36,148,0.296,0.346,0.524,0.87
2022,606192,Teoscar Hernández,Toronto Blue Jays,131.0,499.0,71.0,133,25,77,6,34,152,0.267,0.316,0.491,0.807
2023,606192,Teoscar Hernández,Seattle Mariners,160.0,625.0,70.0,161,26,93,7,38,211,0.258,0.305,0.435,0.74
2000,150239,Terrence Long,Oakland Athletics,138.0,584.0,104.0,168,18,80,5,43,77,0.288,0.336,0.452,0.788
2001,150239,Terrence Long,Oakland Athletics,162.0,629.0,90.0,178,12,85,9,52,103,0.283,0.335,0.412,0.747
2002,150239,Terrence Long,Oakland Athletics,162.0,587.0,71.0,141,16,67,3,48,96,0.24,0.298,0.39,0.688
2003,150239,Terrence Long,Oakland Athletics,140.0,486.0,64.0,119,14,61,4,31,67,0.245,0.293,0.385,0.678
2022,642731,Thairo Estrada,San Francisco Giants,140.0,488.0,71.0,127,14,62,21,33,89,0.26,0.322,0.4,0.722
2023,642731,Thairo Estrada,San Francisco Giants,120.0,495.0,63.0,134,14,49,23,22,120,0.271,0.315,0.416,0.731
2024,16426,Thairo Estrada,SFG,,,,79,9,47,2,10,76,0.217,0.247,0.343,0.59
2024,27883,Thomas Saggese,STL,,,,10,1,4,0,2,14,0.204,0.25,0.306,0.556
2004,276523,Tike Redman,Pittsburgh Pirates,155.0,546.0,65.0,153,8,51,18,23,52,0.28,0.31,0.374,0.684
2017,641313,Tim Anderson,Chicago White Sox,146.0,587.0,72.0,151,17,56,15,13,162,0.257,0.276,0.402,0.678
2018,641313,Tim Anderson,Chicago White Sox,153.0,567.0,77.0,136,20,64,26,30,149,0.24,0.281,0.406,0.687
2019,641313,Tim Anderson,Chicago White Sox,123.0,498.0,81.0,167,18,56,17,15,109,0.335,0.357,0.508,0.865
2020,641313,Tim Anderson,Chicago White Sox,49.0,208.0,45.0,67,10,21,5,10,50,0.322,0.357,0.529,0.886
2021,641313,Tim Anderson,Chicago White Sox,123.0,527.0,94.0,163,17,61,18,22,119,0.309,0.338,0.469,0.807
2023,641313,Tim Anderson,Chicago White Sox,123.0,493.0,52.0,121,1,25,13,26,122,0.245,0.286,0.296,0.582
2024,15172,Tim Anderson,MIA,,,,50,0,9,4,7,68,0.214,0.237,0.226,0.463
2025,15172,Tim Anderson,LAA,,,,16,0,3,1,3,28,0.2,0.256,0.238,0.493
2017,542921,Tim Beckham,Baltimore Orioles,137.0,533.0,67.0,148,22,62,6,36,167,0.278,0.328,0.454,0.782
2000,121640,Tim Salmon,Anaheim Angels,158.0,568.0,108.0,165,34,97,0,104,139,0.29,0.404,0.54,0.944
2001,121640,Tim Salmon,Anaheim Angels,137.0,475.0,63.0,108,17,49,9,96,121,0.227,0.365,0.383,0.748
2002,121640,Tim Salmon,Anaheim Angels,138.0,483.0,84.0,138,22,88,6,71,102,0.286,0.38,0.503,0.883
2003,121640,Tim Salmon,Anaheim Angels,148.0,528.0,78.0,145,19,72,3,77,93,0.275,0.374,0.464,0.838
2025,29571,Tim Tawa,ARI,,,,22,5,12,5,10,22,0.244,0.32,0.456,0.776
2000,118362,Tino Martinez,New York Yankees,155.0,569.0,69.0,147,16,91,4,52,74,0.258,0.328,0.422,0.75
2001,118362,Tino Martinez,New York Yankees,154.0,589.0,89.0,165,34,113,1,42,89,0.28,0.329,0.501,0.83
2002,118362,Tino Martinez,St. Louis Cardinals,150.0,511.0,63.0,134,21,75,3,58,71,0.262,0.337,0.438,0.775
2003,118362,Tino Martinez,St. Louis Cardinals,138.0,476.0,66.0,130,15,69,1,53,71,0.273,0.352,0.429,0.781
2004,118362,Tino Martinez,Tampa Bay Devil Rays,138.0,458.0,63.0,120,23,76,3,66,72,0.262,0.362,0.461,0.823
2013,453943,Todd Frazier,Cincinnati Reds,150.0,531.0,63.0,124,19,73,6,50,125,0.234,0.314,0.407,0.721
2014,453943,Todd Frazier,Cincinnati Reds,157.0,597.0,88.0,163,29,80,20,52,139,0.273,0.336,0.459,0.795
2015,453943,Todd Frazier,Cincinnati Reds,157.0,619.0,82.0,158,35,89,13,44,137,0.255,0.309,0.498,0.807
2016,453943,Todd Frazier,Chicago White Sox,158.0,590.0,89.0,133,40,98,15,64,163,0.225,0.302,0.464,0.766
2017,453943,Todd Frazier,New York Yankees,147.0,474.0,74.0,101,27,76,4,83,125,0.213,0.344,0.428,0.772
2000,115732,Todd Helton,Colorado Rockies,160.0,580.0,138.0,216,42,147,5,103,61,0.372,0.463,0.698,1.161
2001,115732,Todd Helton,Colorado Rockies,159.0,587.0,132.0,197,49,146,7,98,104,0.336,0.432,0.685,1.117
2002,115732,Todd Helton,Colorado Rockies,156.0,553.0,107.0,182,30,109,5,99,91,0.329,0.429,0.577,1.006
2003,115732,Todd Helton,Colorado Rockies,160.0,583.0,135.0,209,33,117,0,111,72,0.358,0.458,0.63,1.088
2004,115732,Todd Helton,Colorado Rockies,154.0,547.0,115.0,190,32,96,3,127,72,0.347,0.469,0.62,1.089
2005,115732,Todd Helton,Colorado Rockies,144.0,509.0,92.0,163,20,79,3,106,80,0.32,0.445,0.534,0.979
2006,115732,Todd Helton,Colorado Rockies,145.0,546.0,94.0,165,15,81,3,91,64,0.302,0.404,0.476,0.88
2007,115732,Todd Helton,Colorado Rockies,154.0,557.0,86.0,178,17,91,0,116,74,0.32,0.434,0.494,0.928
2009,115732,Todd Helton,Colorado Rockies,151.0,544.0,79.0,177,15,86,0,89,73,0.325,0.416,0.489,0.905
2001,123842,Todd Walker,Cincinnati Reds,151.0,551.0,93.0,163,17,75,1,51,82,0.296,0.355,0.459,0.814
2002,123842,Todd Walker,Cincinnati Reds,155.0,612.0,79.0,183,11,64,8,50,81,0.299,0.353,0.431,0.784
2003,123842,Todd Walker,Boston Red Sox,144.0,587.0,92.0,166,13,85,1,48,54,0.283,0.333,0.428,0.761
2006,123842,Todd Walker,San Diego Padres,138.0,442.0,56.0,123,9,53,2,55,38,0.278,0.356,0.398,0.754
2000,124755,Todd Zeile,New York Mets,153.0,544.0,67.0,146,22,79,3,74,85,0.268,0.356,0.467,0.823
2001,124755,Todd Zeile,New York Mets,151.0,531.0,66.0,141,10,62,1,73,102,0.266,0.359,0.373,0.732
2002,124755,Todd Zeile,Colorado Rockies,144.0,506.0,61.0,138,18,87,1,66,92,0.273,0.353,0.425,0.778
2000,114961,Tom Goodwin,Los Angeles Dodgers,147.0,528.0,94.0,139,6,58,55,68,117,0.263,0.346,0.352,0.698
2024,13755,Tomas Nido,- - -,,,,25,4,12,0,5,35,0.192,0.219,0.315,0.534
2020,669242,Tommy Edman,St. Louis Cardinals,55.0,204.0,29.0,51,5,26,2,16,48,0.25,0.317,0.368,0.685
2021,669242,Tommy Edman,St. Louis Cardinals,159.0,641.0,91.0,168,11,56,30,38,95,0.262,0.308,0.387,0.695
2022,669242,Tommy Edman,St. Louis Cardinals,153.0,577.0,95.0,153,13,57,32,46,111,0.265,0.324,0.4,0.724
2023,669242,Tommy Edman,St. Louis Cardinals,137.0,479.0,69.0,119,13,47,27,35,84,0.248,0.307,0.399,0.706
2024,19470,Tommy Edman,LAD,,,,33,6,20,6,11,30,0.237,0.294,0.417,0.711
2025,19470,Tommy Edman,LAD,,,,31,8,26,2,6,22,0.238,0.277,0.477,0.754
2017,571830,Tommy Joseph,Philadelphia Phillies,142.0,495.0,51.0,119,22,69,1,33,129,0.24,0.289,0.432,0.721
2020,600303,Tommy La Stella,Oakland Athletics,55.0,196.0,31.0,55,5,25,1,27,12,0.281,0.37,0.449,0.819
2017,502054,Tommy Pham,St. Louis Cardinals,128.0,444.0,95.0,136,23,73,25,71,117,0.306,0.411,0.52,0.931
2019,502054,Tommy Pham,Tampa Bay Rays,145.0,567.0,77.0,155,21,68,25,81,123,0.273,0.369,0.45,0.819
2021,502054,Tommy Pham,San Diego Padres,155.0,475.0,74.0,109,15,49,14,78,128,0.229,0.34,0.383,0.723
2024,2967,Tommy Pham,- - -,,,,109,9,39,7,35,106,0.248,0.305,0.368,0.674
2025,2967,Tommy Pham,PIT,,,,23,0,6,3,12,40,0.187,0.263,0.22,0.482
2000,110682,Tony Batista,Toronto Blue Jays,154.0,620.0,96.0,163,41,114,5,35,121,0.263,0.307,0.519,0.826
2001,110682,Tony Batista,Baltimore Orioles,156.0,579.0,70.0,138,25,87,5,32,113,0.238,0.28,0.435,0.715
2002,110682,Tony Batista,Baltimore Orioles,161.0,615.0,90.0,150,31,87,5,50,107,0.244,0.309,0.457,0.766
2003,110682,Tony Batista,Baltimore Orioles,161.0,631.0,76.0,148,26,99,4,28,102,0.235,0.27,0.393,0.663
2004,110682,Tony Batista,Montreal Expos,157.0,606.0,76.0,146,32,110,14,26,78,0.241,0.272,0.455,0.727
2022,643393,Tony Kemp,Oakland Athletics,147.0,497.0,61.0,117,7,46,11,45,69,0.235,0.307,0.334,0.641
2007,430640,Tony Pena Jr.,Kansas City Royals,152.0,509.0,58.0,136,2,47,5,10,78,0.267,0.284,0.356,0.64
2000,124523,Tony Womack,Arizona Diamondbacks,146.0,617.0,95.0,167,7,57,45,30,74,0.271,0.307,0.384,0.691
2001,124523,Tony Womack,Arizona Diamondbacks,125.0,481.0,66.0,128,3,30,28,23,54,0.266,0.307,0.345,0.652
2002,124523,Tony Womack,Arizona Diamondbacks,153.0,590.0,90.0,160,5,57,29,46,80,0.271,0.325,0.353,0.678
2004,124523,Tony Womack,St. Louis Cardinals,145.0,553.0,91.0,170,5,38,26,36,60,0.307,0.349,0.385,0.734
2001,116338,Torii Hunter,Minnesota Twins,148.0,564.0,82.0,147,27,92,9,29,125,0.261,0.306,0.479,0.785
2002,116338,Torii Hunter,Minnesota Twins,148.0,561.0,89.0,162,29,94,23,35,118,0.289,0.334,0.524,0.858
2003,116338,Torii Hunter,Minnesota Twins,154.0,581.0,83.0,145,26,102,6,50,106,0.25,0.312,0.451,0.763
2004,116338,Torii Hunter,Minnesota Twins,138.0,520.0,79.0,141,23,81,21,40,101,0.271,0.33,0.475,0.805
2006,116338,Torii Hunter,Minnesota Twins,147.0,557.0,86.0,155,31,98,12,45,108,0.278,0.336,0.49,0.826
2007,116338,Torii Hunter,Minnesota Twins,160.0,600.0,94.0,172,28,107,18,40,101,0.287,0.334,0.505,0.839
2008,116338,Torii Hunter,Los Angeles Angels,146.0,551.0,85.0,153,21,78,19,50,108,0.278,0.344,0.466,0.81
2009,116338,Torii Hunter,Los Angeles Angels,119.0,451.0,74.0,135,22,90,18,47,92,0.299,0.366,0.508,0.874
2010,116338,Torii Hunter,Los Angeles Angels,152.0,573.0,76.0,161,23,90,9,61,106,0.281,0.354,0.464,0.818
2011,116338,Torii Hunter,Los Angeles Angels,156.0,580.0,80.0,152,23,82,5,62,125,0.262,0.336,0.429,0.765
2012,116338,Torii Hunter,Los Angeles Angels,140.0,534.0,81.0,167,16,92,9,38,133,0.313,0.365,0.451,0.816
2013,116338,Torii Hunter,Detroit Tigers,144.0,606.0,90.0,184,17,84,3,26,113,0.304,0.334,0.465,0.799
2014,116338,Torii Hunter,Detroit Tigers,142.0,549.0,71.0,157,17,83,4,23,89,0.286,0.319,0.446,0.765
2015,116338,Torii Hunter,Minnesota Twins,139.0,521.0,67.0,125,22,81,2,35,105,0.24,0.293,0.409,0.702
2000,114465,Travis Fryman,Cleveland Indians,155.0,574.0,93.0,184,22,106,1,73,111,0.321,0.392,0.516,0.908
2004,400098,Travis Hafner,Cleveland Indians,140.0,482.0,96.0,150,28,109,3,68,111,0.311,0.41,0.583,0.993
2005,400098,Travis Hafner,Cleveland Indians,137.0,486.0,94.0,148,33,108,0,79,123,0.305,0.408,0.595,1.003
2006,400098,Travis Hafner,Cleveland Indians,129.0,454.0,100.0,140,42,117,0,100,111,0.308,0.439,0.659,1.098
2007,400098,Travis Hafner,Cleveland Indians,152.0,545.0,80.0,145,24,100,1,102,115,0.266,0.385,0.451,0.836
2024,13768,Travis Jankowski,TEX,,,,38,1,12,11,12,44,0.2,0.266,0.242,0.508
2001,134162,Travis Lee,Philadelphia Phillies,157.0,555.0,75.0,143,20,90,3,71,109,0.258,0.341,0.434,0.775
2002,134162,Travis Lee,Philadelphia Phillies,153.0,536.0,55.0,142,13,70,5,54,104,0.265,0.331,0.394,0.725
2003,134162,Travis Lee,Tampa Bay Devil Rays,145.0,542.0,75.0,149,19,70,6,64,97,0.275,0.348,0.459,0.807
2016,543768,Travis Shaw,Boston Red Sox,145.0,480.0,63.0,116,16,71,5,43,133,0.242,0.306,0.421,0.727
2017,543768,Travis Shaw,Milwaukee Brewers,144.0,538.0,84.0,147,31,101,10,60,138,0.273,0.349,0.513,0.862
2018,543768,Travis Shaw,Milwaukee Brewers,152.0,498.0,73.0,120,32,86,5,78,108,0.241,0.345,0.48,0.825
2024,7739,Travis d'Arnaud,ATL,,,,73,15,48,1,24,89,0.238,0.302,0.436,0.739
2025,7739,Travis d'Arnaud,LAA,,,,13,1,4,0,3,23,0.191,0.247,0.294,0.541
2018,607208,Trea Turner,Washington Nationals,162.0,664.0,103.0,180,19,73,43,69,132,0.271,0.344,0.416,0.76
2019,607208,Trea Turner,Washington Nationals,122.0,521.0,96.0,155,19,57,35,43,113,0.298,0.353,0.497,0.85
2020,607208,Trea Turner,Washington Nationals,59.0,233.0,46.0,78,12,41,12,22,36,0.335,0.394,0.588,0.982
2021,607208,Trea Turner,Los Angeles Dodgers,148.0,595.0,107.0,195,28,77,32,41,110,0.328,0.375,0.536,0.911
2022,607208,Trea Turner,Los Angeles Dodgers,160.0,652.0,101.0,194,21,100,27,45,131,0.298,0.343,0.466,0.809
2023,607208,Trea Turner,Philadelphia Phillies,155.0,639.0,102.0,170,26,76,30,45,150,0.266,0.32,0.459,0.779
2024,16252,Trea Turner,PHI,,,,149,21,62,19,27,98,0.295,0.338,0.469,0.807
2025,16252,Trea Turner,PHI,,,,63,4,20,13,15,41,0.31,0.364,0.433,0.797
2020,663757,Trent Grisham,San Diego Padres,59.0,215.0,42.0,54,10,26,10,31,64,0.251,0.352,0.456,0.808
2021,663757,Trent Grisham,San Diego Padres,132.0,462.0,61.0,112,15,62,13,54,119,0.242,0.327,0.413,0.74
2022,663757,Trent Grisham,San Diego Padres,152.0,451.0,58.0,83,17,53,7,57,150,0.184,0.284,0.341,0.625
2023,663757,Trent Grisham,San Diego Padres,153.0,469.0,67.0,93,13,50,15,75,154,0.198,0.315,0.352,0.667
2024,18564,Trent Grisham,NYY,,,,34,9,31,1,22,57,0.19,0.29,0.385,0.675
2025,18564,Trent Grisham,NYY,,,,35,12,22,0,20,31,0.261,0.361,0.552,0.914
2024,21501,Trevor Larnach,MIN,,,,92,15,52,4,40,89,0.259,0.338,0.434,0.771
2025,21501,Trevor Larnach,MIN,,,,44,7,23,1,19,45,0.243,0.32,0.403,0.724
2013,461858,Trevor Plouffe,Minnesota Twins,129.0,477.0,44.0,121,14,52,2,34,112,0.254,0.309,0.392,0.701
2014,461858,Trevor Plouffe,Minnesota Twins,136.0,520.0,69.0,134,14,80,2,53,109,0.258,0.328,0.423,0.751
2015,461858,Trevor Plouffe,Minnesota Twins,152.0,573.0,74.0,140,22,86,2,50,124,0.244,0.307,0.435,0.742
2017,596115,Trevor Story,Colorado Rockies,145.0,503.0,68.0,120,24,82,7,49,191,0.239,0.308,0.457,0.765
2018,596115,Trevor Story,Colorado Rockies,157.0,598.0,88.0,174,37,108,27,47,168,0.291,0.348,0.567,0.915
2019,596115,Trevor Story,Colorado Rockies,145.0,588.0,111.0,173,35,85,23,58,174,0.294,0.363,0.554,0.917
2020,596115,Trevor Story,Colorado Rockies,59.0,235.0,41.0,68,11,28,15,24,63,0.289,0.355,0.519,0.874
2021,596115,Trevor Story,Colorado Rockies,142.0,526.0,88.0,132,24,75,20,53,139,0.251,0.329,0.471,0.8
2024,12564,Trevor Story,BOS,,,,24,2,10,6,11,33,0.255,0.34,0.394,0.733
2025,12564,Trevor Story,BOS,,,,44,6,21,9,9,62,0.227,0.272,0.335,0.607
