Season,PlayerID,PlayerName,Team,GamesPlayed,AtBats,Runs,Hits,HomeRuns,RBIs,StolenBases,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OPS
2024,17901,Andrew Benintendi,CHW,,,,109,20,64,3,41,96,0.229,0.289,0.396,0.685
2025,17901,Andrew Benintendi,CHW,,,,19,5,13,0,9,18,0.218,0.296,0.391,0.687
2024,19514,Andrew Knizner,TEX,,,,15,1,9,0,1,22,0.167,0.183,0.211,0.394
2010,457705,Andrew McCutchen,Pittsburgh Pirates,154.0,570.0,94.0,163,16,56,33,70,89,0.286,0.365,0.449,0.814
2011,457705,Andrew McCutchen,Pittsburgh Pirates,158.0,572.0,87.0,148,23,89,23,89,126,0.259,0.364,0.456,0.82
2012,457705,Andrew McCutchen,Pittsburgh Pirates,157.0,593.0,107.0,194,31,96,20,70,132,0.327,0.4,0.553,0.953
2013,457705,Andrew McCutchen,Pittsburgh Pirates,157.0,583.0,97.0,185,21,84,27,78,101,0.317,0.404,0.508,0.912
2014,457705,Andrew McCutchen,Pittsburgh Pirates,146.0,548.0,89.0,172,25,83,18,84,115,0.314,0.41,0.542,0.952
2015,457705,Andrew McCutchen,Pittsburgh Pirates,157.0,566.0,91.0,165,23,96,11,98,133,0.292,0.401,0.488,0.889
2016,457705,Andrew McCutchen,Pittsburgh Pirates,153.0,598.0,81.0,153,24,79,6,69,143,0.256,0.336,0.43,0.766
2017,457705,Andrew McCutchen,Pittsburgh Pirates,156.0,570.0,94.0,159,28,88,11,73,116,0.279,0.363,0.486,0.849
2018,457705,Andrew McCutchen,San Francisco Giants,130.0,482.0,65.0,123,15,55,13,73,123,0.255,0.357,0.415,0.772
2020,457705,Andrew McCutchen,Philadelphia Phillies,57.0,217.0,32.0,55,10,34,4,22,48,0.253,0.324,0.433,0.757
2021,457705,Andrew McCutchen,Philadelphia Phillies,144.0,482.0,78.0,107,27,80,6,81,132,0.222,0.334,0.444,0.778
2022,457705,Andrew McCutchen,Milwaukee Brewers,134.0,515.0,66.0,122,17,69,8,57,124,0.237,0.316,0.384,0.7
2024,9847,Andrew McCutchen,PIT,,,,104,20,50,3,58,133,0.232,0.328,0.411,0.739
2025,9847,Andrew McCutchen,PIT,,,,37,3,14,1,25,29,0.255,0.37,0.372,0.742
2022,683734,Andrew Vaughn,Chicago White Sox,134.0,510.0,60.0,138,17,76,0,31,96,0.271,0.321,0.429,0.75
2023,683734,Andrew Vaughn,Chicago White Sox,152.0,566.0,67.0,146,21,80,0,36,129,0.258,0.314,0.429,0.743
2024,26197,Andrew Vaughn,CHW,,,,140,19,70,2,38,132,0.246,0.297,0.402,0.699
2025,26197,Andrew Vaughn,CHW,,,,35,5,19,0,7,43,0.189,0.218,0.314,0.531
2000,116662,Andruw Jones,Atlanta Braves,161.0,656.0,122.0,199,36,104,21,59,100,0.303,0.366,0.541,0.907
2001,116662,Andruw Jones,Atlanta Braves,161.0,625.0,104.0,157,34,104,11,56,142,0.251,0.312,0.461,0.773
2002,116662,Andruw Jones,Atlanta Braves,154.0,560.0,91.0,148,35,94,8,83,135,0.264,0.366,0.513,0.879
2003,116662,Andruw Jones,Atlanta Braves,156.0,595.0,101.0,165,36,116,4,53,125,0.277,0.338,0.513,0.851
2004,116662,Andruw Jones,Atlanta Braves,154.0,570.0,85.0,149,29,91,6,71,147,0.261,0.345,0.488,0.833
2005,116662,Andruw Jones,Atlanta Braves,160.0,586.0,95.0,154,51,128,5,64,112,0.263,0.347,0.575,0.922
2006,116662,Andruw Jones,Atlanta Braves,156.0,565.0,107.0,148,41,129,4,82,127,0.262,0.363,0.531,0.894
2007,116662,Andruw Jones,Atlanta Braves,154.0,572.0,83.0,127,26,94,5,70,138,0.222,0.311,0.413,0.724
2024,19455,Andruw Monasterio,MIL,,,,26,1,16,6,16,40,0.208,0.303,0.272,0.575
2022,665926,Andrés Giménez,Cleveland Guardians,146.0,491.0,66.0,146,17,69,20,34,112,0.297,0.371,0.466,0.837
2023,665926,Andrés Giménez,Cleveland Guardians,153.0,557.0,76.0,140,15,62,30,32,112,0.251,0.314,0.399,0.713
2002,114353,Andy Fox,Florida Marlins,133.0,435.0,55.0,109,4,41,31,49,94,0.251,0.338,0.333,0.671
2024,18819,Andy Ibanez,DET,,,,54,5,32,2,15,63,0.241,0.295,0.357,0.652
2025,18819,Andy Ibanez,DET,,,,17,2,13,3,6,8,0.233,0.313,0.356,0.669
2009,451188,Andy LaRoche,Pittsburgh Pirates,150.0,524.0,64.0,135,12,64,3,50,84,0.258,0.33,0.401,0.731
2024,24816,Andy Pages,LAD,,,,100,13,46,1,29,108,0.248,0.305,0.407,0.712
2025,24816,Andy Pages,LAD,,,,47,9,29,5,10,42,0.267,0.316,0.466,0.782
2003,407556,Angel Berroa,Kansas City Royals,158.0,567.0,92.0,163,17,73,21,29,100,0.287,0.338,0.451,0.789
2004,407556,Angel Berroa,Kansas City Royals,134.0,512.0,72.0,134,8,43,14,23,87,0.262,0.308,0.385,0.693
2005,407556,Angel Berroa,Kansas City Royals,159.0,608.0,68.0,164,11,55,7,18,108,0.27,0.305,0.375,0.68
2006,407556,Angel Berroa,Kansas City Royals,132.0,474.0,45.0,111,9,54,3,14,88,0.234,0.259,0.333,0.592
2024,26540,Angel Martinez,CLE,,,,35,3,11,3,15,33,0.232,0.298,0.338,0.635
2025,26540,Angel Martinez,CLE,,,,33,2,15,4,4,22,0.277,0.302,0.395,0.697
2015,543238,Anthony Gose,Detroit Tigers,140.0,485.0,73.0,123,5,26,23,45,145,0.254,0.321,0.367,0.688
2014,543685,Anthony Rendon,Washington Nationals,153.0,613.0,111.0,176,21,83,17,58,104,0.287,0.351,0.473,0.824
2016,543685,Anthony Rendon,Washington Nationals,156.0,567.0,91.0,153,20,85,12,65,117,0.27,0.348,0.45,0.798
2017,543685,Anthony Rendon,Washington Nationals,147.0,508.0,81.0,153,25,100,7,84,82,0.301,0.403,0.533,0.936
2018,543685,Anthony Rendon,Washington Nationals,136.0,529.0,88.0,163,24,92,2,55,82,0.308,0.374,0.535,0.909
2019,543685,Anthony Rendon,Washington Nationals,146.0,545.0,117.0,174,34,126,5,80,86,0.319,0.412,0.598,1.01
2020,543685,Anthony Rendon,Los Angeles Angels,52.0,189.0,29.0,54,9,31,0,38,31,0.286,0.418,0.497,0.915
2024,12861,Anthony Rendon,LAA,,,,45,0,14,6,23,35,0.218,0.307,0.267,0.574
2013,519203,Anthony Rizzo,Chicago Cubs,160.0,606.0,71.0,141,23,80,6,76,127,0.233,0.323,0.419,0.742
2014,519203,Anthony Rizzo,Chicago Cubs,140.0,524.0,89.0,150,32,78,5,73,116,0.286,0.386,0.527,0.913
2015,519203,Anthony Rizzo,Chicago Cubs,160.0,586.0,94.0,163,31,101,17,78,105,0.278,0.387,0.512,0.899
2016,519203,Anthony Rizzo,Chicago Cubs,155.0,583.0,94.0,170,32,109,3,74,108,0.292,0.385,0.544,0.929
2017,519203,Anthony Rizzo,Chicago Cubs,157.0,572.0,99.0,156,32,109,10,91,90,0.273,0.392,0.507,0.899
2018,519203,Anthony Rizzo,Chicago Cubs,153.0,566.0,74.0,160,25,101,6,70,80,0.283,0.376,0.47,0.846
2019,519203,Anthony Rizzo,Chicago Cubs,146.0,512.0,89.0,150,27,94,5,71,86,0.293,0.405,0.52,0.925
2020,519203,Anthony Rizzo,Chicago Cubs,58.0,203.0,26.0,45,11,24,3,28,38,0.222,0.342,0.414,0.756
2022,519203,Anthony Rizzo,New York Yankees,130.0,465.0,77.0,104,32,75,6,58,101,0.224,0.338,0.48,0.818
2024,3473,Anthony Rizzo,NYY,,,,77,8,35,0,27,65,0.228,0.301,0.335,0.637
2022,623993,Anthony Santander,Baltimore Orioles,152.0,574.0,78.0,138,33,89,0,55,122,0.24,0.318,0.455,0.773
2023,623993,Anthony Santander,Baltimore Orioles,153.0,591.0,81.0,152,28,95,5,55,152,0.257,0.325,0.472,0.797
2024,14551,Anthony Santander,BAL,,,,140,44,102,2,58,129,0.235,0.308,0.506,0.814
2025,14551,Anthony Santander,TOR,,,,31,6,18,0,19,48,0.188,0.27,0.327,0.598
2023,683011,Anthony Volpe,New York Yankees,159.0,541.0,62.0,113,21,60,24,52,167,0.209,0.283,0.383,0.666
2024,27647,Anthony Volpe,NYY,,,,155,12,60,28,42,156,0.243,0.293,0.364,0.657
2025,27647,Anthony Volpe,NYY,,,,42,6,26,7,22,53,0.235,0.32,0.425,0.745
2001,133380,Aramis Ramirez,Pittsburgh Pirates,158.0,603.0,83.0,181,34,112,5,40,100,0.3,0.35,0.536,0.886
2002,133380,Aramis Ramirez,Pittsburgh Pirates,142.0,522.0,51.0,122,18,71,2,29,95,0.234,0.279,0.387,0.666
2003,133380,Aramis Ramirez,Chicago Cubs,159.0,607.0,75.0,165,27,106,2,42,99,0.272,0.324,0.465,0.789
2004,133380,Aramis Ramirez,Chicago Cubs,145.0,547.0,99.0,174,36,103,0,49,62,0.318,0.373,0.578,0.951
2005,133380,Aramis Ramirez,Chicago Cubs,123.0,463.0,72.0,140,31,92,0,35,60,0.302,0.358,0.568,0.926
2006,133380,Aramis Ramirez,Chicago Cubs,157.0,594.0,93.0,173,38,119,2,50,63,0.291,0.352,0.561,0.913
2007,133380,Aramis Ramirez,Chicago Cubs,132.0,506.0,72.0,157,26,101,0,43,66,0.31,0.366,0.549,0.915
2008,133380,Aramis Ramirez,Chicago Cubs,149.0,554.0,97.0,160,27,111,2,74,94,0.289,0.38,0.518,0.898
2010,133380,Aramis Ramirez,Chicago Cubs,124.0,465.0,61.0,112,25,83,0,34,90,0.241,0.294,0.452,0.746
2011,133380,Aramis Ramirez,Chicago Cubs,149.0,565.0,80.0,173,26,93,1,43,69,0.306,0.361,0.51,0.871
2012,133380,Aramis Ramirez,Milwaukee Brewers,149.0,570.0,92.0,171,27,105,9,44,82,0.3,0.36,0.54,0.9
2014,133380,Aramis Ramirez,Milwaukee Brewers,133.0,494.0,47.0,141,15,66,3,21,75,0.285,0.33,0.427,0.757
2015,133380,Aramis Ramirez,Pittsburgh Pirates,137.0,475.0,43.0,117,17,75,1,31,68,0.246,0.297,0.423,0.72
2009,452678,Asdrúbal Cabrera,Cleveland Indians,131.0,523.0,81.0,161,6,68,17,44,89,0.308,0.361,0.438,0.799
2011,452678,Asdrúbal Cabrera,Cleveland Indians,151.0,604.0,87.0,165,25,92,17,44,119,0.273,0.332,0.46,0.792
2012,452678,Asdrúbal Cabrera,Cleveland Indians,143.0,555.0,70.0,150,16,68,9,52,99,0.27,0.338,0.423,0.761
2013,452678,Asdrúbal Cabrera,Cleveland Indians,136.0,508.0,66.0,123,14,64,9,35,114,0.242,0.299,0.402,0.701
2015,452678,Asdrúbal Cabrera,Tampa Bay Rays,143.0,505.0,66.0,134,15,58,6,36,107,0.265,0.315,0.43,0.745
2016,452678,Asdrúbal Cabrera,New York Mets,141.0,521.0,65.0,146,23,62,5,38,103,0.28,0.336,0.474,0.81
2017,452678,Asdrúbal Cabrera,New York Mets,135.0,479.0,66.0,134,14,59,3,50,83,0.28,0.351,0.434,0.785
2018,452678,Asdrúbal Cabrera,Philadelphia Phillies,147.0,546.0,68.0,143,23,75,0,41,119,0.262,0.316,0.458,0.774
2020,452678,Asdrúbal Cabrera,Washington Nationals,52.0,190.0,23.0,46,8,31,0,19,40,0.242,0.305,0.447,0.752
2003,333492,Aubrey Huff,Tampa Bay Devil Rays,162.0,636.0,91.0,198,34,107,2,53,80,0.311,0.367,0.555,0.922
2004,333492,Aubrey Huff,Tampa Bay Devil Rays,157.0,600.0,92.0,178,29,104,5,56,74,0.297,0.36,0.493,0.853
2005,333492,Aubrey Huff,Tampa Bay Devil Rays,154.0,575.0,70.0,150,22,92,8,49,88,0.261,0.321,0.428,0.749
2007,333492,Aubrey Huff,Baltimore Orioles,151.0,550.0,68.0,154,15,72,1,48,87,0.28,0.337,0.442,0.779
2008,333492,Aubrey Huff,Baltimore Orioles,154.0,598.0,96.0,182,32,108,4,53,89,0.304,0.36,0.552,0.912
2009,333492,Aubrey Huff,Detroit Tigers,150.0,536.0,59.0,129,15,85,0,51,87,0.241,0.31,0.384,0.694
2010,333492,Aubrey Huff,San Francisco Giants,157.0,569.0,100.0,165,26,86,7,83,91,0.29,0.385,0.506,0.891
2011,333492,Aubrey Huff,San Francisco Giants,150.0,521.0,45.0,128,12,59,5,47,90,0.246,0.306,0.37,0.676
2024,12158,Austin Barnes,LAD,,,,37,1,11,3,14,36,0.264,0.331,0.307,0.638
2021,669720,Austin Hays,Baltimore Orioles,131.0,488.0,73.0,125,22,71,4,28,107,0.256,0.308,0.461,0.769
2022,669720,Austin Hays,Baltimore Orioles,145.0,535.0,66.0,134,16,60,2,34,114,0.25,0.306,0.413,0.719
2023,669720,Austin Hays,Baltimore Orioles,144.0,520.0,76.0,143,16,67,5,38,141,0.275,0.325,0.444,0.769
2024,19363,Austin Hays,- - -,,,,60,5,20,2,9,59,0.255,0.303,0.396,0.699
2025,19363,Austin Hays,CIN,,,,32,6,21,2,7,26,0.32,0.361,0.58,0.941
2024,12976,Austin Hedges,CLE,,,,20,2,15,2,6,50,0.152,0.203,0.22,0.422
2025,12976,Austin Hedges,CLE,,,,6,3,3,1,7,17,0.13,0.245,0.326,0.571
2010,457706,Austin Jackson,Detroit Tigers,151.0,618.0,103.0,181,4,41,27,47,170,0.293,0.345,0.4,0.745
2011,457706,Austin Jackson,Detroit Tigers,153.0,591.0,90.0,147,10,45,22,56,181,0.249,0.317,0.374,0.691
2012,457706,Austin Jackson,Detroit Tigers,137.0,543.0,103.0,163,16,66,12,67,134,0.3,0.377,0.479,0.856
2013,457706,Austin Jackson,Detroit Tigers,129.0,552.0,99.0,150,12,49,8,52,129,0.272,0.337,0.417,0.754
2014,457706,Austin Jackson,Seattle Mariners,154.0,597.0,71.0,153,4,47,20,47,144,0.256,0.308,0.347,0.655
2006,400290,Austin Kearns,Washington Nationals,150.0,537.0,86.0,142,24,86,9,76,135,0.264,0.363,0.467,0.83
2007,400290,Austin Kearns,Washington Nationals,161.0,587.0,84.0,156,16,74,2,71,106,0.266,0.355,0.411,0.766
2024,27462,Austin Martin,MIN,,,,59,1,16,7,20,47,0.253,0.318,0.352,0.67
2019,640457,Austin Meadows,Tampa Bay Rays,138.0,530.0,83.0,154,33,89,12,54,131,0.291,0.364,0.558,0.922
2021,640457,Austin Meadows,Tampa Bay Rays,142.0,518.0,79.0,121,27,106,4,59,122,0.234,0.315,0.458,0.773
2020,663586,Austin Riley,Atlanta Braves,51.0,188.0,24.0,45,8,27,0,16,49,0.239,0.301,0.415,0.716
2021,663586,Austin Riley,Atlanta Braves,160.0,590.0,91.0,179,33,107,0,52,168,0.303,0.367,0.531,0.898
2022,663586,Austin Riley,Atlanta Braves,159.0,615.0,90.0,168,38,93,2,57,168,0.273,0.349,0.528,0.877
2023,663586,Austin Riley,Atlanta Braves,159.0,636.0,117.0,179,37,97,3,59,172,0.281,0.345,0.516,0.861
2024,18360,Austin Riley,ATL,,,,109,19,56,0,37,118,0.256,0.322,0.461,0.783
2025,18360,Austin Riley,ATL,,,,56,8,28,2,15,62,0.273,0.329,0.429,0.758
2024,25425,Austin Shenton,TBR,,,,9,1,3,0,8,14,0.214,0.34,0.405,0.745
2024,16153,Austin Slater,- - -,,,,37,2,18,3,26,60,0.209,0.321,0.266,0.586
2024,27562,Austin Wells,NYY,,,,81,13,55,1,47,87,0.229,0.322,0.395,0.718
2025,27562,Austin Wells,NYY,,,,29,8,28,2,12,38,0.201,0.268,0.438,0.706
2024,5760,Avisail Garcia,MIA,,,,12,2,2,0,1,13,0.24,0.255,0.38,0.635
2015,541645,Avisaíl García,Chicago White Sox,148.0,553.0,66.0,142,13,59,7,36,141,0.257,0.309,0.365,0.674
2017,541645,Avisaíl García,Chicago White Sox,136.0,518.0,75.0,171,18,80,5,33,111,0.33,0.38,0.506,0.886
2019,541645,Avisaíl García,Tampa Bay Rays,125.0,489.0,61.0,138,20,72,10,31,125,0.282,0.332,0.464,0.796
2020,541645,Avisaíl García,Milwaukee Brewers,53.0,181.0,20.0,43,2,15,1,20,49,0.238,0.333,0.326,0.659
2021,541645,Avisaíl García,Milwaukee Brewers,135.0,461.0,68.0,121,29,86,8,38,121,0.262,0.33,0.49,0.82
2001,122989,B.J. Surhoff,Atlanta Braves,141.0,484.0,68.0,131,10,58,9,38,48,0.271,0.321,0.405,0.726
2007,425834,B.J. Upton,Tampa Bay Devil Rays,129.0,474.0,86.0,142,24,82,22,65,154,0.3,0.386,0.508,0.894
2008,425834,B.J. Upton,Tampa Bay Rays,145.0,531.0,85.0,145,9,67,44,97,134,0.273,0.383,0.401,0.784
2009,425834,B.J. Upton,Tampa Bay Rays,144.0,560.0,79.0,135,11,55,42,57,152,0.241,0.313,0.373,0.686
2010,425834,B.J. Upton,Tampa Bay Rays,154.0,536.0,89.0,127,18,62,42,67,164,0.237,0.322,0.424,0.746
2011,425834,B.J. Upton,Tampa Bay Rays,153.0,560.0,82.0,136,23,81,36,71,161,0.243,0.331,0.429,0.76
2012,425834,B.J. Upton,Tampa Bay Rays,146.0,573.0,79.0,141,28,78,31,45,169,0.246,0.298,0.454,0.752
2014,425834,B.J. Upton,Atlanta Braves,141.0,519.0,67.0,108,12,35,20,57,173,0.208,0.287,0.333,0.62
2000,111188,Barry Bonds,San Francisco Giants,143.0,480.0,129.0,147,49,106,11,117,77,0.306,0.44,0.688,1.128
2001,111188,Barry Bonds,San Francisco Giants,153.0,476.0,129.0,156,73,137,13,177,93,0.328,0.515,0.863,1.378
2002,111188,Barry Bonds,San Francisco Giants,143.0,403.0,117.0,149,46,110,9,198,47,0.37,0.582,0.799,1.381
2003,111188,Barry Bonds,San Francisco Giants,130.0,390.0,111.0,133,45,90,7,148,58,0.341,0.529,0.749,1.278
2004,111188,Barry Bonds,San Francisco Giants,147.0,373.0,129.0,135,45,101,6,232,41,0.362,0.609,0.812,1.421
2002,117501,Barry Larkin,Cincinnati Reds,145.0,507.0,72.0,124,7,47,13,44,57,0.245,0.305,0.367,0.672
2005,407777,Ben Broussard,Cleveland Indians,142.0,466.0,59.0,119,19,68,2,32,98,0.255,0.307,0.464,0.771
